Time_of_Day,Students_Present,Temperature_C,Appliance_Usage,Day_of_Week,Energy_Consumption_kWh,Month,Season,Building_Type,Weather_Condition,Occupancy_Level,Shift,HVAC_Mode,Event_Type,Maintenance_Status,Humidity_Percent,Wind_Speed_kmh,Solar_Radiation_Wm2,HVAC_Usage_kW,Lighting_Usage_kW,Water_Usage_Liters,CO2_Level_ppm
0,50.0,26.25,23.0,4,181.22,4,Spring,Library,Rainy,Low,Night,Cooling,Regular_Class,Under_Maintenance,75.9,28.9,4.3,13.49,0.0,666.6,470.9
19,422.0,28.26,15.0,6,315.96,5,Spring,Office,Rainy,High,Evening,Heating,Workshop,Normal,68.4,27.6,6.8,14.16,2.15,1628.1,719.0
11,216.0,30.98,32.0,5,314.29,8,Summer,Laboratory,Rainy,Medium,Morning,Heating,Exam,Under_Maintenance,62.6,15.5,248.6,9.58,6.6,580.1,547.9
10,142.0,35.25,36.0,5,288.32,7,Summer,Office,Cloudy,Medium,Morning,Auto,Exam,Normal,51.5,47.3,761.1,15.34,3.26,918.8,525.8
2,494.0,11.94,28.0,6,344.9,12,Winter,Library,Sunny,High,Night,Ventilation,Seminar,Post_Maintenance,78.9,49.7,13.8,27.37,1.16,1455.9,797.2
11,555.0,24.27,69.0,6,513.84,8,Summer,Office,Partly_Cloudy,Full,Morning,Cooling,Exam,Normal,67.6,,,28.8,10.1,2043.9,
7,282.0,28.32,17.0,6,275.19,7,Summer,Office,Sunny,Medium,Morning,Heating,Sports_Event,Normal,62.6,30.0,740.4,18.76,7.88,1183.7,620.7
15,135.0,32.57,3.0,5,192.97,5,Spring,Office,Rainy,Medium,Afternoon,Ventilation,Regular_Class,Under_Maintenance,67.0,9.9,427.9,7.21,9.4,513.8,500.1
1,252.0,3.21,21.0,5,233.18,12,Winter,Cafeteria,Sunny,Medium,Night,Auto,Holiday,Scheduled_Check,85.2,34.1,13.0,13.95,1.57,1220.3,569.0
20,14.0,32.09,6.0,7,142.73,5,Spring,,Sunny,Low,Evening,Cooling,Workshop,Normal,62.7,31.5,5.9,4.97,6.25,292.7,481.0
20,237.0,5.9,18.0,5,230.6,12,Winter,Office,Cloudy,Medium,Evening,Ventilation,No_Event,Normal,,6.5,9.6,4.59,7.46,1187.2,603.4
18,124.0,15.19,48.0,2,270.37,10,Fall,Classroom,Sunny,Medium,Evening,Ventilation,Seminar,Post_Maintenance,68.0,0.8,156.7,5.09,4.8,,
3,208.0,7.77,26.0,7,226.77,11,Fall,Cafeteria,Partly_Cloudy,Medium,Night,Cooling,Sports_Event,Normal,,,12.2,17.3,2.24,1006.4,556.9
22,633.0,1.46,2.0,2,317.23,11,Fall,Office,Cloudy,Full,Evening,Cooling,Exam,Normal,78.6,N/A,10.5,26.05,0.0,2552.6,888.4
5,200.0,9.39,29.0,1,250.66,12,Winter,Gymnasium,Rainy,Medium,Night,Ventilation,Exam,Normal,74.1,29.6,14.2,11.56,0.36,,514.3
2,193.0,,21.0,5,263.62,9,Fall,Classroom,Foggy,Medium,Night,Cooling,Exam,Normal,68.1,34.6,6.2,16.92,0.0,925.7,525.8
16,260.0,32.25,23.0,4,298.59,7,Summer,,Sunny,Medium,Afternoon,Heating,Regular_Class,,61.9,32.1,731.4,8.36,4.83,1094.0,656.0
19,268.0,23.23,14.0,2,210.84,8,Summer,Laborotory,Sunny,Medium,Evening,Cooling,Seminar,Normal,,48.9,10.6,12.78,8.16,907.8,631.9
0,188.0,23.45,21.0,3,210.46,8,Summer,Office,Sunny,Medium,Night,Cooling,Holiday,Normal,77.1,14.6,12.3,8.87,0.9,1088.6,576.5
22,190.0,10.34,7.0,4,185.78,1,Winter,Gymnasium,Sunny,Medium,Evening,Ventilation,Regular_Class,Normal,81.8,17.3,12.7,5.51,1.09,1347.7,582.2
18,270.0,14.88,47.0,1,303.18,1,Winter,Classroom,Cloudy,Medium,Evening,Heating,Regular_Class,Normal,74.0,44.7,575.0,7.22,6.04,1171.7,693.3
20,169.0,9.51,18.0,4,188.37,12,Winter,Office,Sunny,Medium,Evening,Ventilation,Seminar,Normal,96.1,34.7,2.7,8.07,3.95,247.3,
20,205.0,22.42,9.0,7,168.78,4,Spring,Office,Windy,Medium,Evening,Cooling,Workshop,Normal,55.3,39.0,9.9,6.9,7.25,,546.7
11,208.0,26.06,46.0,7,311.61,4,Spring,Cafeteria,Rainy,Medium,Morning,Ventilation,Exam,Under_Maintenance,61.8,44.3,944.8,12.73,4.72,566.4,600.3
12,339.0,18.37,51.0,3,344.17,9,Fall,Auditorium,Rainy,High,Afternoon,Cooling,Exam,,65.9,18.1,,18.13,3.32,1424.1,676.4
21,397.0,17.19,23.0,1,312.51,10,Fall,Laboratory,Foggy,High,Evening,Heating,Seminar,Normal,69.3,53.7,10.7,14.2,0.78,,654.5
18,587.0,18.22,17.0,2,405.82,3,Spring,Classroom,Partly_Cloudy,Full,Evening,Heating,Regular_Class,Normal,77.6,52.0,909.1,24.54,6.65,2019.8,896.1
22,505.0,25.83,19.0,7,382.6,6,Summer,Classroom,Cloudy,Full,Evening,Auto,Regular_Class,Post_Maintenance,69.5,,6.7,21.54,0.0,1724.8,772.0
22,86.0,17.76,26.0,2,204.07,4,Spring,Laboratory,Foggy,Low,Evening,Heating,Workshop,Normal,84.6,49.5,2.0,15.84,0.0,316.2,532.3
0,213.0,28.09,24.0,6,262.36,8,Summer,Office,Rainy,Medium,Night,Cooling,Sports_Event,Normal,65.3,13.5,1.3,,1.5,840.4,631.6
6,514.0,9.22,19.0,5,316.64,10,Fall,Office,Sunny,Full,Morning,,Regular_Class,Normal,80.7,3.7,213.7,,0.84,2077.3,704.4
12,186.0,23.03,43.0,1,291.24,9,Fall,Office,Cloudy,Medium,Afternoon,Off,Regular_Class,Scheduled_Check,64.5,38.6,970.1,2.05,3.51,630.4,
17,,26.76,39.0,3,299.07,7,Summer,Office,Sunny,Medium,Afternoon,Heating,Workshop,Under_Maintenance,68.8,3.3,576.3,10.42,1.94,1046.9,593.2
7,0.0,10.72,18.0,2,118.37,11,Fall,Classroom,Rainy,,Morning,Heating,Holiday,Under_Maintenance,82.3,,270.5,,5.81,170.8,473.3
13,,29.95,60.0,4,333.79,5,Spring,Library,Partly_Cloudy,,Afternoon,Heating,Regular_Class,Scheduled_Check,72.8,48.5,247.0,,7.81,1357.5,624.6
13,132.0,30.28,25.0,1,254.57,5,Spring,Classroom,Rainy,Medium,Afternoon,Heating,Regular_Class,Normal,68.6,,193.2,11.35,5.58,507.7,589.9
16,4754.0,19.05,59.0,4,342.12,3,Spring,Office,Sunny,Medium,Afternoon,Auto,No_Event,Normal,76.5,24.0,402.1,9.38,5.28,1048.4,650.0
21,282.0,29.85,25.0,5,307.21,7,Summer,Library,Cloudy,Medium,Evening,Cooling,Regular_Class,Normal,,30.9,9.0,15.51,0.0,1364.6,621.3
7,282.0,28.32,17.0,6,275.19,7,Summer,Office,Sunny,Medium,Morning,Heating,Sports_Event,Normal,62.6,30.0,740.4,18.76,7.88,1183.7,620.7
9,250.0,4.24,48.0,4,309.47,12,Winter,Office,Sunny,Medium,Morning,Cooling,Exam,Normal,82.0,13.0,868.4,,7.69,,646.1
16,497.0,5.99,49.0,5,385.61,11,Fall,Library,Cloudy,High,Afternoon,,Sports_Event,Normal,76.4,13.4,381.9,24.45,3.29,2271.3,798.9
5,447.0,1.23,32.0,3,311.39,12,Winter,Auditorium,Sunny,High,Night,Cooling,Regular_Class,Post_Maintenance,83.0,,12.1,10.14,0.0,1596.0,717.4
5,354.0,29.66,28.0,7,316.59,6,Summer,Classroom,Sunny,High,Night,Ventilation,Sports_Event,Normal,60.3,37.3,2.0,12.59,2.47,1374.7,664.9
21,317.0,13.32,17.0,6,270.57,10,Fall,Classroom,Foggy,High,Evening,Heating,Workshop,Post_Maintenance,80.8,24.6,1.5,20.58,2.23,1377.4,657.3
11,,4.28,39.0,2,359.3,2,Winter,Laboratory,Foggy,Full,Morning,Cooling,No_Event,Normal,93.0,27.5,1007.7,19.51,8.63,2471.7,
20,3296.0,23.89,20.0,1,233.51,3,Spring,Cafeteria,Sunny,Medium,Evening,Heating,Regular_Class,Normal,60.9,17.4,7.7,14.81,,937.0,580.9
2,490.0,21.78,16.0,2,336.34,4,Spring,Classroom,Cloudy,High,Night,Cooling,Seminar,Normal,65.8,2.1,2.7,18.96,0.0,1416.2,791.9
19,457.0,12.69,14.0,6,330.78,1,Winter,Gymnasium,Rainy,High,Evening,Cooling,Sports_Event,Under_Maintenance,75.6,13.3,4.4,21.82,6.53,1742.2,765.8
14,433.0,11.52,42.0,2,367.87,10,Fall,Auditorium,,High,Afternoon,Cooling,Exam,Normal,96.9,28.5,410.0,7.84,4.23,1796.7,755.6
19,286.0,31.61,22.0,3,292.62,6,Summer,Office,Cloudy,Medium,Evening,Heating,Regular_Class,Normal,62.8,1.1,6.6,16.93,1.4,1228.1,602.1
22,325.0,NaN,17.0,4,290.29,10,Fall,Classroom,Sunny,High,Evening,Cooling,Workshop,Normal,73.0,8.5,14.4,16.07,0.0,1108.3,649.6
8,298.0,4.45,34.0,2,308.57,11,Fall,,,Medium,Morning,Heating,Holiday,Normal,90.0,42.6,756.3,18.22,7.94,1443.0,633.6
11,195.0,2.38,40.0,4,262.14,1,Winter,Gymnasium,Foggy,Medium,Morning,Heating,No_Event,Post_Maintenance,81.1,2.0,276.7,19.16,5.27,695.7,573.5
1,272.0,14.79,24.0,7,249.22,3,Spring,Library,,Medium,Night,Ventilation,Holiday,Normal,81.5,31.9,13.7,12.39,4.01,1381.8,571.5
7,295.0,16.7,24.0,7,273.53,8,Summer,Classroom,Partly_Cloudy,Medium,Morning,Cooling,Regular_Class,Normal,79.5,41.4,,22.6,7.01,913.1,662.5
3,209.0,13.45,16.0,5,209.06,11,Fall,Office,Partly_Cloudy,Medium,Night,Ventilation,Seminar,Under_Maintenance,,44.4,14.1,12.66,0.97,752.6,603.3
14,572.0,20.82,54.0,4,466.1,3,Spring,Office,Sunny,Full,Afternoon,Cooling,Regular_Class,Normal,61.1,30.9,498.6,25.21,7.63,2495.3,830.8
18,236.0,9.12,44.0,2,252.62,2,Winter,Cafeteria,Rainy,Medium,Evening,Off,Holiday,Normal,84.0,19.0,397.0,4.47,6.7,1074.6,600.0
8,106.0,8.4,78.0,7,300.87,2,Winter,Library,Sunny,Medium,Morning,Cooling,Seminar,Normal,65.8,16.3,170.1,9.0,5.57,568.0,
5,547.0,24.26,19.0,3,340.76,8,Summer,Cafeteria,Rainy,Full,Night,Cooling,Seminar,Normal,58.3,46.8,13.4,13.89,0.34,2356.4,734.1
5,100.0,26.96,22.0,2,181.99,7,Summer,,Foggy,Medium,Night,Heating,Exam,Post_Maintenance,63.9,42.9,6.3,7.92,0.0,494.9,535.5
6,292.0,91.2009964156572,9.0,7,216.64,2,Winter,Classroom,Rainy,Medium,Morning,Heating,Workshop,Under_Maintenance,78.2,21.9,651.4,15.14,1.26,1348.4,670.1
8,90.0,2.39,6.0,5,111.24,1,Winter,Laboratory,Partly_Cloudy,Low,Morning,Auto,Workshop,Normal,85.8,26.3,595.5,,,668.0,558.2
17,565.0,24.49,34.0,2,416.95,6,Summer,Office,Rainy,Full,Afternoon,Cooling,Workshop,Post_Maintenance,69.1,28.4,847.1,19.13,5.71,1959.1,878.9
0,,11.12,42.0,2,287.89,12,Winter,Classroom,Cloudy,High,Night,,Sports_Event,Normal,75.9,6.7,6.9,5.87,1.51,916.2,655.8
11,421.0,23.37,57.0,6,434.74,5,Spring,,Partly_Cloudy,High,Morning,Cooling,Exam,Under_Maintenance,75.3,34.3,818.3,13.49,,1758.0,776.9
3,341.0,33.16,19.0,2,299.36,6,Summer,Library,Rainy,High,Night,Auto,Regular_Class,Scheduled_Check,,29.7,4.7,9.86,0.44,1566.8,644.6
11,537.0,7.45,51.0,5,427.88,10,Fall,Auditorium,Cloudy,Full,Morning,Cooling,Holiday,Normal,88.6,40.5,946.3,23.65,5.58,1632.3,715.4
19,190.0,14.33,25.0,7,215.01,9,Fall,Office,Cloudy,Medium,Evening,Heating,Seminar,Normal,65.2,,0.0,6.63,7.7,620.8,559.4
9,314.0,26.93,29.0,2,319.58,8,Summer,Laboratory,Rainy,High,Morning,Cooling,Exam,Post_Maintenance,66.1,2.4,634.4,21.9,,1742.7,657.0
12,54.0,14.21,48.0,6,217.67,3,Spring,Library,Windy,Low,Afternoon,Ventilation,Holiday,Normal,74.2,2.7,887.9,3.82,6.33,260.4,528.6
1,302.0,26.89,14.0,6,271.86,7,Summer,Cafeteria,Rainy,High,Night,Off,Regular_Class,Scheduled_Check,65.1,36.6,12.2,9.34,0.81,984.3,627.7
5,129.0,6.41,17.0,4,188.4,12,Winter,Classroom,Sunny,Medium,Night,Cooling,Regular_Class,Normal,85.3,49.5,2.4,11.56,0.06,1210.7,578.0
4,270.0,15.29,17.0,3,237.82,2,Winter,Classroom,,Medium,Night,Auto,Exam,Post_Maintenance,79.5,48.9,10.4,17.05,0.63,1086.3,524.0
5,132.0,9.02,23.0,6,180.67,11,Fall,Classroom,Cloudy,,Night,Ventilation,Regular_Class,Normal,88.1,24.5,13.7,11.6,0.0,410.3,567.2
23,93.0,31.65,,2,223.52,7,Summer,Gymnasium,Partly_Cloudy,Low,Evening,Auto,Workshop,Normal,65.2,12.1,12.7,7.72,0.0,659.1,496.9
9,409.0,5.29,80.0,2,458.0,10,Fall,Office,Sunny,High,Morning,Cooling,Regular_Class,Normal,83.4,1.9,843.6,11.54,7.51,1373.9,711.9
3,229.0,30.34,32.0,3,307.81,8,Summer,Gymnasium,Rainy,Medium,Night,Auto,Regular_Class,Under_Maintenance,65.2,2.0,5.4,14.21,0.0,1069.1,633.5
9,332.0,21.41,45.0,1,359.29,7,Summer,Office,Sunny,High,Morning,Cooling,Regular_Class,Post_Maintenance,76.2,34.3,576.8,12.54,5.49,1383.4,686.8
10,320.0,31.64,11.0,1,270.72,6,Summer,Cafeteria,Sunny,High,Morning,Off,Regular_Class,Scheduled_Check,-6.811614070845554,32.9,649.6,13.99,10.45,1234.1,663.7
5,247.0,4.8,25.0,4,262.92,11,Fall,,Sunny,Medium,Night,Off,Regular_Class,Post_Maintenance,78.7,5.8,11.1,9.81,1.88,1330.0,635.6
4,462.0,14.26,,6,332.98,2,Winter,Laboratory,Rainy,High,Night,Ventilation,Exam,Normal,65.7,,11.5,18.29,1.63,1834.9,665.8
15,173.0,26.15,38.0,2,276.99,7,Summer,Office,Cloudy,Medium,Afternoon,Heating,Regular_Class,Normal,54.1,49.3,662.3,10.6,5.96,837.2,580.5
19,183.0,21.07,24.0,2,276.29,9,Fall,Laboratory,Partly_Cloudy,Medium,Evening,Cooling,Sports_Event,Normal,74.1,20.5,10.3,,8.52,228.7,515.4
22,568.0,14.99,35.0,7,395.33,4,Spring,Auditorium,Windy,Full,Evening,Off,Holiday,Normal,66.1,21.8,9.1,14.39,5.23,2149.6,757.7
7,232.0,13.04,18.0,3,201.25,10,Fall,Auditorium,Partly_Cloudy,Medium,Morning,Heating,Regular_Class,Scheduled_Check,73.1,48.8,721.5,12.06,3.54,1194.7,509.7
2,193.0,6.82,24.0,3,211.19,10,Fall,Library,Rainy,Medium,Night,Heating,Regular_Class,Normal,78.0,,11.9,9.42,3.71,925.7,554.6
3,561.0,9.12,18.0,1,373.36,3,Spring,Cafeteria,Cloudy,Full,Night,Off,Regular_Class,Normal,81.4,3.4,10.7,22.81,3.18,2023.2,798.1
4,660.0,11.14,4.0,3,351.18,2,Winter,Laboratory,Rainy,Full,Night,Cooling,Regular_Class,Normal,65.3,8.0,8.7,23.43,2.77,1957.0,832.8
22,291.0,16.95,30.0,2,298.01,9,Fall,Classroom,Cloudy,Medium,Evening,Cooling,Regular_Class,Normal,71.5,14.5,14.9,14.98,0.83,1314.8,665.9
11,0.0,27.99,74.0,4,286.35,6,Summer,Classroom,Windy,Low,Morning,Auto,Sports_Event,Post_Maintenance,72.4,22.0,845.3,4.54,5.82,446.4,483.2
1,39.0,3.84,18.0,7,117.15,12,Winter,,Sunny,Low,Night,Cooling,Regular_Class,Normal,86.8,7.7,12.3,,0.88,215.9,
11,59.0,23.91,38.0,4,241.54,4,Spring,Laboratory,Cloudy,Low,Morning,Heating,Regular_Class,Normal,75.9,45.2,618.5,5.06,6.52,658.3,527.3
13,11.0,13.95,41.0,1,185.69,10,Fall,Classroom,Partly_Cloudy,Low,Afternoon,Auto,Exam,Normal,90.2,22.5,673.9,10.4,,167.9,462.2
7,278.0,29.11,23.0,3,288.21,6,Summer,,Cloudy,Medium,Morning,heating,Regular_Class,Normal,65.8,17.6,462.6,18.31,4.73,1433.0,612.8
2,0.0,4.39,,2,149.05,12,Winter,Office,Partly_Cloudy,Low,Night,Cooling,Exam,Normal,82.7,49.7,11.5,11.42,1.74,,434.1
3,475.0,29.14,22.0,3,357.26,8,Summer,Classroom,Cloudy,High,Night,Cooling,Regular_Class,Post_Maintenance,74.4,12.2,1.7,,2.17,1364.7,
14,375.0,5.76,30.0,6,337.25,1,Winter,Library,Cloudy,High,Afternoon,Ventilation,Regular_Class,Normal,92.3,21.0,353.5,17.28,10.38,1783.2,
15,205.0,4.53,39.0,7,255.82,12,Winter,Laboratory,Sunny,Medium,Afternoon,Heating,Regular_Class,Under_Maintenance,77.6,0.6,157.1,4.4,6.39,1034.8,592.4
5,354.0,8.89,,1,223.43,1,Winter,Auditorium,Rainy,High,Night,Cooling,Regular_Class,Scheduled_Check,79.1,19.6,11.8,18.74,,1728.3,680.5
21,376.0,-0.45,13.0,2,258.63,1,Winter,Laboratory,Sunny,High,Evening,Cooling,Regular_Class,Normal,94.0,37.9,11.2,18.68,0.81,1917.7,737.0
17,279.0,16.71,45.0,5,318.24,10,Fall,Laboratory,Foggy,Medium,Afternoon,Heating,Workshop,Normal,69.1,,995.1,11.04,8.65,971.8,651.2
8,266.0,30.01,60.0,6,401.16,8,Summer,Classroom,Rainy,Medium,Morning,Heating,Exam,Normal,63.5,33.9,753.7,19.78,8.31,1124.7,610.3
1,108.0,1.54,33.0,7,182.93,12,Winter,,Sunny,,Night,Off,No_Event,Normal,64.4,14.3,11.2,6.47,0.0,399.9,515.8
16,35.0,27.01,56.0,5,260.11,7,Summer,Classroom,,Low,Afternoon,Off,No_Event,Normal,59.6,35.0,527.6,4.56,6.34,396.6,541.5
8,257.0,25.06,19.0,1,258.53,6,Summer,Office,Windy,Medium,Morning,Off,Sports_Event,Normal,71.0,46.9,,10.77,5.3,826.0,624.9
8,159.0,1.35,43.0,4,245.46,1,Winter,Library,Sunny,Medium,Morning,Ventilation,Exam,Under_Maintenance,99.0,,991.3,14.37,6.49,518.0,602.0
5,0.0,18.02,29.0,7,179.85,8,Summer,Classroom,Windy,Low,Night,Auto,Exam,Normal,68.9,26.5,3.5,0.0,,214.7,476.6
0,438.0,2.41,13.0,2,285.78,11,Fall,,Rainy,High,Night,Cooling,Regular_Class,Normal,80.3,,10.2,15.79,2.42,1221.2,701.2
11,183.0,18.3,11.0,4,194.54,8,Summer,Office,Rainy,Medium,Morning,,Regular_Class,Post_Maintenance,74.7,49.5,,2.72,7.12,864.6,511.9
9,67.0,26.48,36.0,7,235.74,7,Summer,Laboratory,Stormy,Low,Morning,Heating,Exam,Normal,64.9,4.0,252.0,4.29,9.2,318.3,531.7
9,292.0,14.94,,3,295.54,2,Winter,Cafeteria,Foggy,Medium,Morning,Heating,Regular_Class,Normal,68.2,18.4,505.5,,4.54,1207.6,598.2
15,64.0,2.33,40.0,7,209.88,1,Winter,Auditorium,Cloudy,,Afternoon,Cooling,Seminar,Normal,88.7,8.0,,5.91,5.69,286.4,
1,252.0,25.6,20.0,2,261.69,4,Spring,Cafeteria,Sunny,Medium,Night,Off,Regular_Class,Post_Maintenance,64.2,27.1,9.8,14.81,0.51,890.1,592.3
21,24.0,3.54,17.0,1,106.54,1,Winter,Office,Partly_Cloudy,Low,Evening,,Workshop,Normal,90.3,34.6,6.9,0.38,0.0,50.0,515.8
3,0.0,30.2,32.0,6,201.74,6,Summer,Laboratory,Rainy,Low,Night,Heating,Exam,Post_Maintenance,68.1,47.4,10.8,4.78,0.0,277.7,486.2
22,79.0,,31.0,4,209.13,10,Fall,Laboratory,Partly_Cloudy,Low,Evening,Auto,No_Event,Post_Maintenance,60.2,52.1,11.0,2.54,0.0,624.2,532.1
19,,12.24,13.0,4,321.65,12,Winter,Laboratory,Cloudy,High,Evening,Ventilation,Sports_Event,Normal,73.6,9.2,9.0,20.66,4.87,1730.7,728.7
12,533.0,25.56,72.0,3,511.35,6,Summer,Laboratory,Cloudy,Full,Afternoon,Ventilation,No_Event,Normal,77.4,9.6,931.7,24.48,7.9,2242.2,796.4
22,182.0,26.49,36.0,4,304.06,8,Summer,Laboratory,Sunny,Medium,Evening,Heating,Sports_Event,Normal,58.1,16.7,14.0,10.95,1.59,848.1,570.0
0,0.0,,23.0,6,174.98,6,Summer,Laboratory,,Low,Night,Cooling,Workshop,Normal,70.7,22.2,9.7,,1.31,423.4,450.1
17,68.0,17.15,61.0,2,287.87,9,Fall,Auditorium,Windy,,Afternoon,Auto,Regular_Class,Normal,62.7,3.4,696.3,,6.09,210.1,519.5
20,361.0,35.68,13.0,3,302.12,7,Summer,Laboratory,Windy,High,Evening,Off,Regular_Class,Normal,52.8,16.6,2.6,13.35,,1212.7,653.5
20,198.0,,33.0,4,246.13,9,Fall,,Cloudy,Medium,Evening,Heating,Regular_Class,Normal,72.5,27.0,,15.25,8.31,1134.5,606.3
15,418.0,14.62,43.0,7,321.84,10,Fall,Laboratory,Partly_Cloudy,High,Afternoon,Ventilation,Workshop,Normal,79.5,,771.9,11.78,7.48,1269.1,715.8
22,340.0,26.61,28.0,3,304.61,7,Summer,Office,,High,Evening,Off,Seminar,Scheduled_Check,62.6,14.3,0.9,14.01,2.64,1429.0,677.3
20,664.0,10.65,30.0,7,421.16,9,Fall,Gymnasium,Rainy,Full,Evening,Cooling,Seminar,Normal,93.6,30.6,7.0,29.12,2.53,2634.4,
19,281.0,15.97,24.0,1,296.48,10,Fall,Classroom,Foggy,Medium,Evening,Off,Exam,,88.9,1.1,5.8,4.19,8.27,1303.5,641.4
20,84.0,16.06,14.0,5,174.03,10,Fall,Laboratory,Sunny,Low,Evening,Heating,Seminar,Normal,79.0,45.0,10.6,9.81,7.06,,482.7
0,738.0,28.31,33.0,5,508.27,6,Summer,office,Cloudy,,Night,Cooling,Exam,Normal,62.7,47.5,,27.81,0.0,2880.9,862.1
12,201.0,30.26,12.0,3,241.29,6,Summer,Gymnasium,,Medium,Afternoon,Cooling,Regular_Class,Normal,64.5,28.2,392.2,13.01,7.05,761.4,680.0
5,223.0,10.42,28.0,1,233.11,2,Winter,Library,Cloudy,Medium,Night,Off,Seminar,Normal,76.4,10.9,,16.01,0.0,629.7,588.6
4,251.0,6.63,19.0,4,190.88,12,Winter,Classroom,Windy,Medium,Night,Off,Workshop,Post_Maintenance,99.0,3.0,12.7,6.87,,1224.8,559.9
12,129.0,16.12,61.0,7,271.97,3,Spring,,Sunny,Medium,Afternoon,Heating,Regular_Class,Normal,89.5,11.8,578.4,0.63,3.99,,579.9
2,130.0,20.48,33.0,6,244.08,6,Summer,Classroom,Partly_Cloudy,Medium,Night,Ventilation,No_Event,Normal,79.7,9.8,8.7,7.13,5.39,331.8,
19,565.0,13.04,,5,344.04,10,Fall,Laboratory,CLOUDY,Full,Evening,Cooling,Holiday,Normal,84.0,37.4,5.2,19.65,7.15,2283.9,740.7
18,129.0,12.08,18.0,7,193.03,11,Fall,Classroom,Sunny,Medium,Evening,Auto,Exam,Scheduled_Check,76.6,33.4,803.3,13.61,3.3,584.8,467.0
1,429.0,5.88,28.0,3,333.94,12,Winter,Cafeteria,Rainy,High,Night,Auto,No_Event,Normal,87.7,6.2,10.2,22.61,0.0,1720.0,667.3
16,0.0,4.07,6.0,4,114.23,10,Fall,Classroom,Rainy,Low,Afternoon,Ventilation,Regular_Class,Normal,82.9,6.2,237.5,0.87,5.64,354.9,487.4
16,163.0,10.12,46.0,4,284.04,10,Fall,Classroom,Rainy,Medium,Afternoon,Heating,Holiday,Post_Maintenance,,45.0,614.3,11.77,2.75,897.8,
1,555.0,8.16,32.0,6,372.99,2,Winter,Classroom,Foggy,Full,Night,Cooling,Exam,Normal,72.1,47.1,1.2,22.32,0.25,2161.3,800.0
14,251.0,29.08,45.0,2,308.1,7,Summer,Office,,Medium,Afternoon,Cooling,Holiday,Normal,66.1,37.9,616.9,12.98,7.5,,538.0
7,465.0,6.54,23.0,6,322.41,11,Fall,Cafeteria,Cloudy,High,Morning,Heating,Holiday,Normal,76.7,40.4,244.6,,,1618.1,715.2
16,297.0,12.29,41.0,4,297.42,10,Fall,Auditorium,Partly_Cloudy,Medium,Afternoon,Heating,Workshop,Under_Maintenance,86.5,37.1,543.6,10.77,5.34,806.7,643.1
0,172.0,28.61,,4,249.96,8,Summer,Office,Partly_Cloudy,Medium,Night,Ventilation,No_Event,,64.9,4.4,9.1,11.07,4.74,686.3,590.7
0,371.0,25.72,3.0,6,247.08,8,Summer,Cafeteria,Sunny,High,Night,Heating,Regular_Class,Scheduled_Check,64.0,,14.9,19.79,0.0,1473.7,663.2
2,0.0,12.79,11.0,3,96.91,10,Fall,,Cloudy,Low,Night,Cooling,Seminar,Normal,90.6,17.9,14.2,6.23,2.87,358.4,395.0
6,639.0,17.21,37.0,3,437.11,9,Fall,Library,Partly_Cloudy,Full,Morning,Auto,Sports_Event,Normal,77.5,37.6,93.4,27.34,,2521.9,841.0
0,576.0,7.13,23.0,2,324.47,12,Winter,Laboratory,Cloudy,,Night,Ventilation,Holiday,Normal,85.5,42.5,8.5,22.65,,2206.8,803.9
12,,34.8,48.0,2,310.99,5,Spring,Classroom,Rainy,Medium,Afternoon,Heating,Exam,Normal,59.0,9.5,205.6,10.94,7.7,847.3,606.6
0,418.0,29.28,22.0,4,344.34,5,Spring,Classroom,Stormy,High,Night,Cooling,Regular_Class,Normal,76.4,53.9,10.4,21.21,2.57,1535.6,785.3
17,43.0,-4.75,26.0,1,153.54,12,Winter,Gymnasium,Sunny,Low,Afternoon,Ventilation,Regular_Class,Post_Maintenance,99.0,0.9,336.7,9.05,5.21,,549.1
9,142.0,15.33,39.0,4,236.9,10,Fall,Library,Rainy,Medium,Morning,Heating,Exam,Normal,69.5,30.6,408.0,5.58,5.77,467.2,
22,397.0,5.45,33.0,3,269.48,10,Fall,Classroom,Rainy,,Evening,Ventilation,Seminar,Normal,78.0,33.6,,18.74,,1602.1,719.6
22,179.0,17.13,18.0,7,219.31,2,Winter,Laboratory,Windy,Medium,Evening,Heating,Exam,Normal,72.4,40.0,8.7,13.0,0.77,676.4,554.3
11,,27.16,35.0,5,343.24,5,Spring,Office,Foggy,High,Morning,Heating,Exam,Normal,64.8,42.2,870.6,17.29,10.4,1282.0,748.2
22,,21.37,16.0,5,147.9,9,Fall,Classroom,Rainy,,Evening,Cooling,Holiday,Normal,-6.814576788858127,39.4,2.3,2.86,0.99,473.5,480.8
8,,16.78,60.0,3,342.51,2,Winter,Classroom,Cloudy,Medium,Morning,Heating,Holiday,Normal,77.0,25.2,636.8,8.56,6.97,1061.4,632.6
11,281.0,26.33,58.0,6,413.71,7,Summer,Laboratory,Rainy,Medium,Morning,Ventilation,Regular_Class,Normal,73.0,48.0,464.4,9.29,5.96,1085.8,639.8
15,313.0,7.6,63.0,5,365.53,11,Fall,Library,Cloudy,High,Afternoon,Cooling,Holiday,Normal,71.7,39.3,470.5,19.1,6.05,937.6,686.5
21,36.0,9.19,26.0,5,151.51,10,Fall,Auditorium,Rainy,Low,Evening,Heating,Regular_Class,Normal,,16.7,11.0,12.46,0.0,387.9,460.0
