Time_of_Day,Students_Present,Temperature_C,Appliance_Usage,Day_of_Week,Energy_Consumption_kWh,Month,Season,Building_Type,Weather_Condition,Occupancy_Level,Shift,HVAC_Mode,Event_Type,Maintenance_Status,Humidity_Percent,Wind_Speed_kmh,Solar_Radiation_Wm2,HVAC_Usage_kW,Lighting_Usage_kW,Water_Usage_Liters,CO2_Level_ppm
18,430.0,110.2995903267658,31.0,2,285.87,4,Spring,Auditorium,Rainy,High,Evening,Heating,Workshop,Normal,64.6,17.9,745.9,3.33,3.31,710.5,642.4
11,436.0,37.91,49.0,7,362.39,11,Fall,Library,Rainy,High,Morning,Cooling,Regular_Class,Normal,75.2,5.5,602.0,,4.9,187.7,678.1
2,196.0,,45.0,1,225.09,9,Fall,Office,Cloudy,Medium,Night,Auto,No_Event,Normal,43.4,26.6,8.7,17.85,3.96,2316.7,488.2
12,342.0,39.02,13.0,5,238.89,12,Winter,Office,Partly_Cloudy,High,Afternoon,Cooling,Exam,Normal,52.9,15.6,611.8,13.18,,2905.3,554.5
19,115.0,116.53178319011994,0.0,4,119.15,6,Summer,Office,Rainy,Medium,Evening,Cooling,Exam,Post_Maintenance,,26.9,17.3,20.0,5.94,705.3,475.9
16,145.0,33.54,19.0,2,172.35,5,Spring,Gymnasium,Sunny,Medium,Afternoon,Heating,Workshop,Normal,,41.0,752.8,23.23,11.89,869.7,469.2
15,413.0,26.54,16.0,5,244.0,7,Summer,Office,Stormy,High,Afternoon,Cooling,Regular_Class,Normal,87.0,11.1,468.2,19.54,4.56,1035.6,564.9
7,182.0,28.06,18.0,7,128.63,8,Summer,Office,Partly_Cloudy,Medium,Morning,Cooling,No_Event,Normal,57.1,25.5,117.0,14.53,11.71,2412.7,461.6
12,144.0,20.68,59.0,5,233.47,5,Spring,Library,Cloudy,Medium,Afternoon,Heating,No_Event,Normal,49.2,35.4,121.2,14.05,0.36,2645.0,485.7
11,263.0,23.2,32.0,2,262.05,6,Summer,Office,,Medium,Morning,Auto,Workshop,Normal,62.4,,225.2,18.81,13.54,2527.0,479.8
12,,28.4,,6,256.83,11,Fall,,Sunny,High,Afternoon,Cooling,Regular_Class,Normal,50.2,13.5,,17.83,9.73,1939.6,633.1
21,,34.13,29.0,5,309.53,7,Summer,,Cloudy,Full,Evening,Auto,Regular_Class,Normal,48.4,7.3,15.9,28.7,7.01,907.3,642.3
4,468.0,,41.0,6,331.82,8,Summer,Classroom,Partly_Cloudy,,Night,Cooling,Workshop,Normal,33.8,33.6,,1.26,,2139.6,631.1
14,284.0,18.8,23.0,3,219.4,3,Spring,Cafeteria,Sunny,Medium,Afternoon,Off,Regular_Class,Normal,71.5,49.6,140.3,23.96,14.05,515.1,565.4
13,,,53.0,5,356.92,6,Summer,Office,Foggy,,Afternoon,Cooling,Regular_Class,Normal,88.4,45.0,,28.61,11.53,194.4,378.0
16,321.0,,12.0,6,238.6,8,Summer,Classroom,Partly_Cloudy,High,Afternoon,Auto,Holiday,Under_Maintenance,51.1,46.6,589.1,13.89,0.45,1296.0,571.6
0,472.0,27.46,19.0,6,273.57,5,Spring,Laboratory,Rainy,High,Night,Off,Workshop,Under_Maintenance,46.0,0.8,11.0,5.39,3.91,2710.7,640.6
4,89.0,29.6,,2,93.52,12,Winter,Auditorium,Rainy,Low,Night,Heating,Regular_Class,Normal,72.7,26.4,15.7,28.49,0.57,797.7,467.1
2,387.0,37.76,32.0,7,290.36,2,Winter,Library,Foggy,High,Night,Auto,Regular_Class,Normal,84.1,25.6,,7.15,14.78,943.0,
2,,34.24,3.0,2,113.42,9,Fall,Classroom,Stormy,Low,Night,,Exam,Normal,37.2,29.1,17.7,5.03,10.33,605.7,334.4
22,599.0,34.24,24.0,3,320.07,8,Summer,Office,Rainy,Full,Evening,Ventilation,Workshop,Normal,76.2,27.5,9.0,0.91,8.25,1487.5,663.3
20,104.0,27.44,45.0,5,203.17,6,Summer,Cafeteria,Windy,Medium,Evening,Off,Sports_Event,,93.1,2.7,9.9,2.48,,,434.5
16,,,51.0,3,182.23,9,Fall,Auditorium,Foggy,,Afternoon,Auto,No_Event,Normal,91.5,35.8,372.3,1.95,,673.8,429.5
17,531.0,33.66,31.0,2,335.75,4,Spring,Cafeteria,,Full,Afternoon,Heating,Holiday,Normal,68.7,40.4,475.5,1.51,9.77,390.7,712.1
21,62.0,37.51,15.0,1,93.14,4,Spring,Library,Windy,Low,Evening,Cooling,Regular_Class,Scheduled_Check,69.0,,,14.62,9.15,,420.7
15,372.0,25.2,35.0,6,253.94,2,Winter,Laboratory,Cloudy,High,Afternoon,Heating,No_Event,Normal,53.4,13.5,522.8,28.23,13.03,545.3,575.3
10,424.0,25.86,48.0,7,333.08,6,Summer,Cafeteria,Sunny,High,Morning,,Exam,Normal,69.2,10.8,144.7,24.68,14.01,2616.0,619.4
20,376.0,,40.0,3,279.46,12,Winter,Classroom,Cloudy,High,Evening,Heating,Workshop,,86.0,,17.5,26.66,13.41,2381.5,599.5
15,582.0,20.74,44.0,1,321.12,1,Winter,Auditorium,Foggy,Full,Afternoon,Heating,Regular_Class,Normal,58.8,14.2,407.3,7.75,1.64,578.3,670.8
17,309.0,31.02,26.0,6,269.14,12,Winter,Auditorium,Cloudy,High,Afternoon,Ventilation,Regular_Class,Normal,93.4,14.5,388.4,,11.64,732.7,580.1
6,526.0,16.04,8.0,1,250.62,8,Summer,Gymnasium,Windy,Full,Morning,Ventilation,Exam,Normal,72.6,32.6,834.9,14.13,0.0,481.5,680.1
22,42.0,38.79,17.0,6,173.76,12,Winter,Auditorium,Sunny,Low,Evening,Cooling,Seminar,Scheduled_Check,,44.2,7.6,12.03,2.09,1483.8,417.4
3,309.0,23.59,49.0,6,290.68,1,Winter,Classroom,Sunny,High,Night,Heating,Regular_Class,Normal,71.1,38.8,2.1,29.39,14.11,2692.1,531.4
9,52.0,,41.0,4,158.76,9,Fall,Cafeteria,Sunny,,Morning,Ventilation,Regular_Class,Normal,79.8,26.9,601.7,17.22,4.71,1670.2,388.2
1,198.0,27.99,6.0,4,154.66,3,Spring,Office,Rainy,Medium,Night,,Holiday,Normal,33.5,25.6,10.9,1.31,11.46,709.2,491.8
22,71.0,16.25,22.0,7,137.21,10,Fall,Auditorium,Sunny,Low,Evening,Cooling,Regular_Class,Normal,48.1,38.0,5.7,12.91,3.15,2946.4,417.1
9,279.0,39.17,49.0,7,264.33,2,Winter,Office,Rainy,Medium,Morning,Cooling,No_Event,Scheduled_Check,,N/A,,24.67,9.33,610.8,522.0
1,344.0,37.89,18.0,5,236.73,9,Fall,Office,Rainy,High,Night,Heating,No_Event,Under_Maintenance,69.4,8.6,3.5,8.5,1.75,2276.3,583.6
18,96.0,36.88,55.0,2,243.36,3,Spring,Gymnasium,Rainy,Low,Evening,Heating,Regular_Class,Normal,46.3,33.3,,20.31,11.24,1857.6,
19,389.0,,8.0,6,238.74,7,Summer,Library,Cloudy,High,Evening,Cooling,Workshop,Normal,74.3,23.1,18.8,0.68,12.29,1053.8,603.9
10,299.0,25.53,51.0,3,286.19,3,Spring,Laboratory,Cloudy,Medium,Morning,Cooling,Exam,,68.6,5.7,625.8,6.0,,2576.0,511.7
4,153.0,19.01,1.0,6,127.88,12,Winter,Office,Sunny,Medium,Night,Heating,Exam,,75.3,7.4,3.1,8.4,6.63,1943.6,527.7
15,595.0,30.48,28.0,3,344.19,9,Fall,Auditorium,Sunny,Full,Afternoon,Auto,Holiday,Under_Maintenance,,,393.3,1.11,3.46,1050.8,667.9
17,202.0,28.64,4.0,3,164.9,2,Winter,Gymnasium,Sunny,Medium,Afternoon,Cooling,Regular_Class,Under_Maintenance,40.9,40.4,756.4,2.75,7.32,1952.2,506.7
8,401.0,26.28,0.0,4,184.4,8,Summer,Gymnasium,Cloudy,High,Morning,Off,Regular_Class,Normal,,41.2,593.9,11.76,11.7,208.9,586.2
6,459.0,18.2,20.0,3,253.95,1,Winter,Office,Sunny,,Morning,Ventilation,Regular_Class,,71.6,18.4,822.7,10.75,13.91,,
2,275.0,21.3,46.0,5,264.93,11,Fall,Library,Partly_Cloudy,Medium,Night,Heating,Regular_Class,Normal,87.2,19.1,7.5,20.45,9.02,1686.1,536.1
23,350.0,30.59,,4,254.37,11,Fall,Classroom,Cloudy,,Evening,Ventilation,Exam,Normal,70.0,13.2,1.9,9.99,0.02,1365.7,640.6
20,381.0,19.85,51.0,6,311.69,7,Summer,Library,Cloudy,High,Evening,Heating,Regular_Class,Normal,31.5,0.6,16.5,13.86,14.58,113.7,591.2
13,368.0,36.04,40.0,4,300.8,11,Fall,Cafeteria,Rainy,High,Afternoon,Ventilation,Exam,Scheduled_Check,52.9,20.9,220.3,18.79,10.63,2328.7,593.1
17,117.0,37.39,19.0,7,218.22,1,Winter,,Foggy,Medium,Afternoon,Heating,Sports_Event,,,28.3,338.5,26.35,14.45,2251.4,456.0
7,202.0,28.32,27.0,5,213.95,3,Spring,Laboratory,Cloudy,Medium,Morning,Cooling,Holiday,Under_Maintenance,38.6,4.4,414.9,3.04,12.81,1729.4,423.6
19,508.0,,1.0,4,227.85,6,Summer,Office,Windy,Full,Evening,Ventilation,Exam,Normal,52.4,40.0,14.2,23.55,11.96,1125.8,673.3
21,69.0,21.7,7.0,7,115.6,3,Spring,Library,Rainy,Low,Evening,Heating,Workshop,,31.5,25.5,14.9,26.36,0.43,538.5,441.3
19,108.0,29.05,55.0,6,218.72,7,Summer,Classroom,,Medium,Evening,Cooling,Regular_Class,Post_Maintenance,70.1,17.8,15.6,15.86,2.84,2191.9,442.1
8,305.0,18.69,33.0,4,270.21,8,Summer,Gymnasium,Windy,High,Morning,Cooling,Seminar,Under_Maintenance,74.0,42.6,945.4,10.02,13.62,,
18,110.0,33.95,14.0,4,188.34,11,Fall,Office,Sunny,Medium,Evening,Heating,Regular_Class,,92.2,16.7,454.5,17.88,9.73,725.8,437.8
21,18.0,N/A,40.0,4,184.52,2,Winter,Gymnasium,Sunny,Low,Evening,Cooling,Regular_Class,Normal,65.4,22.3,12.4,13.64,0.11,2257.6,387.1
10,318.0,39.58,29.0,5,244.86,8,Summer,Auditorium,Rainy,High,Morning,Off,Sports_Event,Normal,70.5,48.8,567.3,3.45,11.79,2206.1,546.9
17,100.0,,52.0,5,227.19,2,Winter,Auditorium,Windy,,Afternoon,Heating,No_Event,,54.0,45.5,,17.41,6.06,721.0,457.8
23,100.0,34.01,11.0,6,179.05,9,Fall,Library,Rainy,Medium,Evening,Ventilation,Sports_Event,Normal,54.0,37.9,14.6,2.62,1.61,2977.1,486.6
3,148.0,34.14,35.0,2,202.96,7,Summer,Cafeteria,Cloudy,Medium,Night,Ventilation,Regular_Class,Normal,79.1,41.4,13.7,1.87,4.05,1929.3,466.9
11,176.0,20.45,59.0,5,231.9,3,Spring,Auditorium,Rainy,Medium,Morning,Heating,Workshop,Normal,33.1,20.7,588.2,27.26,2.7,1285.0,474.2
14,383.0,,9.0,3,236.05,6,Summer,Gymnasium,Partly_Cloudy,High,Afternoon,Heating,No_Event,Normal,65.7,7.8,607.3,,3.92,1194.3,629.5
19,567.0,20.9,42.0,3,320.91,8,Summer,Gymnasium,Cloudy,Full,Evening,Cooling,Regular_Class,,61.8,1.3,12.4,6.88,2.67,794.3,738.7
23,281.0,18.04,15.0,5,206.07,5,Spring,Cafeteria,Stormy,Medium,Evening,Ventilation,Regular_Class,Normal,47.0,43.9,10.2,24.64,3.31,2426.6,519.7
13,548.0,32.31,29.0,1,332.28,6,Summer,Auditorium,Partly_Cloudy,Full,Afternoon,Ventilation,Regular_Class,Normal,91.4,6.3,945.8,,12.2,1393.9,631.6
3,2773.0,15.49,6.0,3,230.64,7,Summer,Library,Windy,High,Night,Ventilation,Regular_Class,,,44.1,12.4,,11.94,1708.3,612.9
13,357.0,25.11,20.0,2,241.57,8,Summer,Office,Windy,High,Afternoon,Auto,Regular_Class,Scheduled_Check,77.8,6.0,682.4,19.74,10.48,534.9,576.9
18,397.0,31.17,28.0,1,289.25,11,Fall,Laboratory,Sunny,High,Evening,Ventilation,Exam,Under_Maintenance,57.2,36.8,483.7,6.07,0.88,620.3,645.9
0,532.0,33.29,56.0,4,401.55,1,Winter,Classroom,Partly_Cloudy,Full,Night,Ventilation,Exam,Normal,87.9,41.7,3.5,6.04,5.6,1481.3,666.5
13,542.0,,10.0,2,265.24,9,Fall,Gymnasium,,,Afternoon,Cooling,Regular_Class,Normal,79.3,24.2,965.0,9.48,12.47,2826.2,702.6
2,396.0,31.07,14.0,3,250.36,2,Winter,Laboratory,Windy,High,Night,Heating,Exam,Normal,38.0,28.3,8.4,4.19,12.4,2565.6,605.7
0,303.0,38.89,54.0,3,328.83,11,Fall,Gymnasium,Cloudy,High,Night,Auto,Exam,Normal,63.5,33.7,9.0,7.7,11.3,2445.8,552.6
23,381.0,39.11,23.0,1,270.63,10,Fall,Office,Cloudy,High,Evening,,Regular_Class,Normal,68.3,27.1,,27.37,0.41,830.2,591.1
17,,25.93,18.0,2,219.05,3,Spring,Auditorium,Partly_Cloudy,High,Afternoon,Cooling,Regular_Class,Normal,63.6,26.6,947.9,26.54,5.57,293.4,559.1
14,220.0,33.26,30.0,1,243.96,9,Fall,Laboratory,Sunny,Medium,Afternoon,Cooling,Holiday,Normal,53.8,32.8,971.0,24.74,4.98,883.5,538.7
21,269.0,16.25,48.0,5,244.72,5,Spring,Library,Foggy,Medium,Evening,,Exam,Normal,75.1,30.8,12.1,24.46,10.04,1219.7,560.4
14,496.0,98.89629484314815,29.0,5,367.15,9,Fall,Gymnasium,Partly_Cloudy,High,Afternoon,Heating,Workshop,Normal,77.4,34.5,711.3,19.38,5.82,2922.9,651.2
7,285.0,21.63,8.0,3,183.1,3,Spring,Laboratory,,Medium,Morning,Auto,Workshop,Normal,50.0,31.2,520.3,28.54,0.92,2298.9,568.9
13,453.0,34.27,43.0,3,333.09,12,Winter,Laboratory,Cloudy,High,Afternoon,Off,Sports_Event,Normal,78.0,49.7,545.9,28.64,3.7,2965.6,574.8
2,464.0,30.83,51.0,3,422.79,12,Winter,Auditorium,,High,Night,Heating,No_Event,Normal,72.7,18.4,19.7,27.36,,459.6,660.9
20,98.0,18.09,30.0,5,189.61,11,Fall,Library,Windy,Low,Evening,Cooling,No_Event,Normal,,13.2,0.4,11.59,1.37,1319.1,446.7
0,,36.67,51.0,6,222.79,5,Spring,Auditorium,Stormy,Medium,Night,Ventilation,Regular_Class,Normal,84.9,3.2,10.1,7.07,14.2,1106.8,461.7
0,,26.49,10.0,6,261.0,4,Spring,Library,Cloudy,High,Night,Cooling,Workshop,Normal,56.9,11.6,17.9,9.32,10.25,870.7,572.3
2,182.0,,31.0,2,218.3,7,Summer,Office,Rainy,,Night,Cooling,Seminar,Under_Maintenance,74.4,49.5,17.5,3.43,7.66,2607.4,455.3
18,33.0,19.64,27.0,2,114.09,10,Fall,Laboratory,Sunny,Low,Evening,Heating,Regular_Class,Post_Maintenance,39.6,8.5,560.8,19.49,6.04,2268.0,383.6
8,89.0,29.88,29.0,2,161.33,6,Summer,Cafeteria,Partly_Cloudy,Low,Morning,Cooling,Regular_Class,,88.0,34.1,791.5,28.84,3.78,2160.6,401.5
19,,30.62,24.0,7,232.21,6,Summer,Auditorium,Partly_Cloudy,High,Evening,Cooling,Exam,Normal,66.0,29.4,16.0,0.53,2.06,1861.8,589.8
19,88.0,30.54,58.0,1,248.17,3,Spring,Library,Stormy,Low,Evening,Cooling,Regular_Class,Under_Maintenance,34.6,,16.6,20.91,11.29,2244.7,413.2
3,,26.5,22.0,1,245.78,4,Spring,Classroom,Rainy,High,Night,Cooling,Regular_Class,Under_Maintenance,39.8,47.1,12.0,22.73,9.04,2160.1,610.9
16,179.0,37.89,7.0,6,203.82,7,Summer,Gymnasium,Windy,Medium,Afternoon,Cooling,No_Event,Post_Maintenance,34.5,36.5,780.6,12.47,4.02,1364.8,531.5
5,288.0,24.1,7.0,5,191.88,2,Winter,Laboratory,Windy,Medium,Night,Cooling,Workshop,Normal,81.3,7.3,16.4,--,6.19,2378.2,
13,,35.82,21.0,2,300.13,10,Fall,Auditorium,Sunny,Full,Afternoon,Auto,Seminar,Scheduled_Check,79.5,13.0,340.1,29.06,12.31,1521.8,717.6
4,446.0,16.37,6.0,6,276.36,12,Winter,Laboratory,Windy,High,Night,Heating,Regular_Class,Normal,,26.6,9.2,,10.83,2001.9,644.6
2,185.0,29.24,,7,212.82,12,Winter,Office,Cloudy,Medium,Night,Cooling,Regular_Class,Normal,71.6,30.5,9.5,2.34,13.4,2903.8,469.5
12,84.0,29.05,7.0,5,142.81,10,Fall,,Windy,Low,Afternoon,Cooling,No_Event,,71.3,6.6,568.3,19.92,7.37,2136.1,472.5
6,53.0,28.19,58.0,2,175.9,3,Spring,Cafeteria,Sunny,Low,Morning,Cooling,Holiday,Normal,,33.5,637.8,19.45,5.25,1273.3,
21,346.0,34.88,38.0,4,303.16,10,Fall,Gymnasium,Sunny,High,Evening,Cooling,Regular_Class,Normal,35.0,49.0,19.1,10.23,8.28,260.5,534.9
9,9.0,28.7,17.0,4,120.99,7,Summer,Office,Sunny,Low,Morning,Heating,Exam,Under_Maintenance,89.1,12.6,845.0,,12.36,1351.2,422.3
14,485.0,20.81,11.0,3,312.56,3,Spring,Office,Sunny,High,Afternoon,Cooling,Regular_Class,,70.0,26.7,,14.61,6.31,1687.9,
19,4.0,39.63,42.0,7,135.82,12,Winter,Cafeteria,Sunny,Low,Evening,Heating,Exam,Normal,74.4,42.6,,,13.99,2587.2,472.9
12,177.0,27.0,23.0,3,176.32,8,Summer,Auditorium,Foggy,Medium,Afternoon,Cooling,No_Event,,93.1,25.9,134.9,19.26,9.82,1826.7,535.6
19,437.0,15.98,5.0,4,209.68,10,Fall,Auditorium,Partly_Cloudy,High,Evening,Cooling,Workshop,Normal,62.4,,19.3,28.5,9.84,1947.7,625.1
12,105.0,,16.0,6,83.41,2,Winter,Library,Sunny,Medium,Afternoon,Ventilation,Regular_Class,Post_Maintenance,,11.0,611.5,,10.85,2734.0,443.8
0,3283.0,24.94,3.0,2,159.98,7,Summer,Auditorium,Partly_Cloudy,Medium,Night,Heating,Sports_Event,Normal,37.2,12.4,7.4,8.22,2.77,2407.4,548.5
23,290.0,103.1378893414127,50.0,4,286.04,5,Spring,Laboratory,Sunny,,Evening,Heating,Regular_Class,Normal,34.2,10.3,12.1,29.61,0.99,1151.4,569.2
7,405.0,32.76,20.0,7,269.19,6,Summer,,Partly_Cloudy,,Morning,Auto,Regular_Class,Normal,37.8,49.0,193.1,18.9,12.92,2870.4,617.1
18,489.0,25.28,10.0,3,287.91,10,Fall,Auditorium,Cloudy,High,Evening,Cooling,Workshop,Normal,31.8,7.5,493.6,25.0,,198.2,643.3
22,377.0,24.27,30.0,5,248.47,1,Winter,Gymnasium,Sunny,High,Evening,Cooling,Regular_Class,Post_Maintenance,37.8,7.5,15.0,2.92,1.48,1513.5,587.6
8,150.0,20.51,48.0,7,202.91,10,Fall,Library,Windy,Medium,Morning,Heating,Seminar,Normal,57.3,19.4,390.4,4.96,13.22,2542.7,
21,175.0,,3.0,5,162.6,12,Winter,Library,Partly_Cloudy,Medium,Evening,Off,Sports_Event,Normal,57.0,25.8,15.1,12.02,2.14,1786.5,530.6
22,141.0,26.91,22.0,4,199.04,7,Summer,Classroom,Cloudy,Medium,Evening,Auto,Regular_Class,Normal,50.0,,,29.46,8.43,943.7,471.1
16,268.0,29.8,45.0,3,241.06,11,Fall,,Windy,Medium,Afternoon,Heating,Holiday,Normal,67.5,14.2,626.8,12.82,5.24,,539.7
4,516.0,29.25,16.0,5,291.97,5,Spring,Library,Partly_Cloudy,Full,Night,Ventilation,Regular_Class,Normal,56.5,38.8,17.9,14.24,0.23,300.7,655.4
4,251.0,21.4,51.0,5,241.9,12,Winter,Cafeteria,Partly_Cloudy,Medium,Night,Cooling,Seminar,Normal,49.4,12.0,10.0,17.62,,308.2,530.3
22,,32.9,,5,379.43,12,Winter,Classroom,Partly_Cloudy,High,Evening,Cooling,Exam,Scheduled_Check,35.4,18.1,13.0,4.47,7.34,660.1,624.1
10,558.0,37.59,46.0,2,423.83,7,Summer,Gymnasium,Partly_Cloudy,Full,Morning,Ventilation,Regular_Class,Normal,,43.1,216.5,4.67,3.48,2713.2,683.4
8,382.0,33.69,40.0,6,283.81,11,Fall,Laboratory,,High,Morning,Cooling,Workshop,Normal,62.2,30.2,180.8,27.05,0.6,2057.6,637.8
23,181.0,34.75,31.0,3,218.37,7,Summer,Auditorium,Sunny,Medium,Evening,Cooling,No_Event,Normal,36.9,45.0,6.5,?,2.43,1278.2,482.1
17,36.0,27.81,40.0,1,175.95,11,Fall,Office,Cloudy,Low,Afternoon,Heating,Regular_Class,Normal,81.0,37.9,681.6,15.71,10.76,2594.0,447.6
4,66.0,22.93,32.0,7,172.69,11,Fall,Auditorium,Sunny,Low,Night,Auto,Seminar,,76.4,17.3,16.0,17.07,5.21,2603.9,408.9
6,169.0,28.41,19.0,4,132.67,4,Spring,,Partly_Cloudy,Medium,Morning,Cooling,Holiday,Normal,40.4,37.4,,15.4,5.77,1341.4,494.2
14,222.0,32.19,18.0,2,173.0,1,Winter,Office,Stormy,Medium,Afternoon,Heating,Workshop,Under_Maintenance,69.4,33.4,672.1,15.74,9.49,2870.8,487.2
8,135.0,23.48,37.0,1,149.36,3,Spring,Cafeteria,Cloudy,Medium,Morning,Auto,Seminar,Normal,52.9,41.2,417.3,15.15,,1701.7,427.9
21,421.0,36.61,5.0,5,233.59,5,Spring,Office,Cloudy,High,Evening,Cooling,Regular_Class,Normal,89.7,47.4,1.4,22.95,,797.0,579.7
13,235.0,38.28,28.0,4,260.75,1,Winter,Office,Sunny,Medium,Afternoon,Cooling,No_Event,Normal,39.1,6.1,730.8,16.36,13.37,352.0,
16,27.0,30.71,44.0,2,173.58,4,Spring,,Stormy,Low,Afternoon,Heating,Regular_Class,Scheduled_Check,87.1,41.5,470.4,11.71,9.95,1068.1,372.8
20,,115.75095119879664,8.0,6,121.85,11,Fall,Laboratory,Cloudy,Low,Evening,Ventilation,Regular_Class,Normal,90.0,18.7,12.6,0.26,8.19,1004.0,451.7
1,,23.61,59.0,6,181.35,1,Winter,Gymnasium,Cloudy,,Night,Cooling,Regular_Class,Scheduled_Check,43.0,,2.2,18.19,,1659.9,388.3
23,,29.44,12.0,5,94.29,10,Fall,Laboratory,Partly_Cloudy,Low,Evening,Cooling,Holiday,Normal,64.6,39.1,,3.85,14.96,1840.1,392.6
14,457.0,18.51,49.0,1,328.78,12,Winter,Classroom,Partly_Cloudy,High,Afternoon,Auto,Exam,,61.1,40.9,579.1,20.22,,1901.2,644.2
21,357.0,26.15,10.0,7,244.95,12,Winter,Cafeteria,Windy,High,Evening,Auto,Regular_Class,Normal,85.2,31.5,11.9,1.22,,1058.0,
23,540.0,15.87,1.0,7,240.31,10,Fall,Gymnasium,Cloudy,Full,Evening,Cooling,Exam,,49.5,22.6,5.9,15.12,10.02,288.8,684.8
14,461.0,36.93,50.0,2,359.77,8,Summer,Library,Sunny,High,Afternoon,Ventilation,Regular_Class,Post_Maintenance,,36.9,180.9,10.28,2.47,212.2,630.9
14,234.0,32.34,22.0,5,204.62,11,Fall,Classroom,Cloudy,Medium,Afternoon,Ventilation,Regular_Class,Scheduled_Check,,35.6,830.6,18.65,5.64,589.2,548.9
7,194.0,37.66,36.0,7,231.16,5,Spring,Office,Cloudy,Medium,Morning,Ventilation,No_Event,Scheduled_Check,61.9,13.2,235.8,27.31,14.97,2576.8,515.4
0,404.0,18.5,12.0,1,226.95,6,Summer,,Windy,High,Night,Heating,Sports_Event,Normal,57.5,15.5,5.1,24.36,4.39,2783.0,591.8
8,53.0,16.45,18.0,7,129.44,1,Winter,Library,Stormy,Low,Morning,Cooling,Regular_Class,Under_Maintenance,93.4,39.4,353.6,18.16,9.74,1283.7,434.9
12,132.0,38.75,35.0,6,234.93,5,Spring,Classroom,Partly_Cloudy,Medium,Afternoon,Heating,Regular_Class,Normal,88.4,28.1,628.0,28.57,7.09,330.6,420.7
1,475.0,28.21,44.0,2,308.66,7,Summer,Library,Rainy,High,Night,Cooling,Workshop,,58.8,46.0,10.4,13.44,8.86,1526.6,611.3
8,147.0,20.81,11.0,5,153.14,6,Summer,Office,Sunny,Medium,Morning,Auto,Regular_Class,Normal,84.7,34.6,673.4,7.35,,2885.4,486.9
23,444.0,33.01,29.0,6,280.1,10,Fall,Laboratory,Rainy,High,Evening,Heating,Regular_Class,Scheduled_Check,91.6,19.2,10.0,29.63,6.3,593.1,596.5
19,559.0,31.05,,5,321.22,9,Fall,Gymnasium,Cloudy,Full,Evening,Off,Exam,Under_Maintenance,34.9,7.2,10.0,10.27,3.84,280.5,698.7
3,154.0,21.84,31.0,3,183.42,2,Winter,Office,Sunny,Medium,Night,Cooling,Exam,Normal,89.0,44.0,0.3,17.04,3.68,2237.5,511.4
5,179.0,23.71,44.0,6,218.2,12,Winter,,Windy,Medium,Night,Heating,Regular_Class,Normal,75.3,37.6,2.3,8.83,6.3,1181.1,454.9
2,559.0,37.58,,7,369.86,11,Fall,Gymnasium,Sunny,Full,Night,Heating,No_Event,Normal,83.3,16.9,4.2,9.86,2.79,2588.2,677.5
7,541.0,25.59,31.0,2,335.34,10,Fall,Classroom,Sunny,Full,Morning,Heating,Regular_Class,Normal,,17.5,245.7,4.95,2.34,,
8,500.0,26.52,52.0,4,404.3,9,Fall,Gymnasium,Cloudy,Full,Morning,Ventilation,Regular_Class,Normal,74.0,17.7,424.7,16.68,,2859.5,649.8
18,478.0,27.38,7.0,7,253.47,5,Spring,Auditorium,Partly_Cloudy,High,Evening,Heating,Holiday,Under_Maintenance,75.8,37.4,,8.17,6.01,1217.4,623.1
7,520.0,36.64,37.0,2,343.43,9,Fall,Laboratory,Sunny,Full,Morning,Cooling,Exam,Scheduled_Check,,,767.9,5.78,13.84,2462.4,674.6
18,194.0,24.79,41.0,5,182.35,11,Fall,Library,,Medium,Evening,Heating,No_Event,Normal,43.7,19.6,184.1,13.15,11.38,1576.3,466.3
21,1.0,19.03,34.0,6,162.61,12,Winter,Gymnasium,Sunny,Low,Evening,Off,Regular_Class,Under_Maintenance,46.4,36.4,9.8,8.12,3.34,2755.7,362.2
2,219.0,19.14,23.0,7,208.02,2,Winter,Cafeteria,Sunny,,Night,Cooling,Regular_Class,Normal,59.9,40.4,15.6,18.12,,2591.0,560.4
19,242.0,35.65,46.0,4,291.18,11,Fall,Classroom,Sunny,Medium,Evening,Auto,Exam,Normal,88.6,17.0,13.7,24.6,5.0,2246.8,490.8
22,235.0,25.03,33.0,3,233.41,5,Spring,Gymnasium,Rainy,Medium,Evening,Ventilation,Holiday,Normal,39.7,45.0,4.3,6.27,,617.7,443.5
0,512.0,20.91,29.0,4,291.94,4,Spring,Office,Cloudy,Full,Night,Cooling,Workshop,Normal,38.7,31.0,6.0,,11.59,220.1,655.2
13,376.0,,17.0,1,255.27,4,Spring,Auditorium,Partly_Cloudy,High,Afternoon,Cooling,No_Event,Normal,77.0,17.6,179.4,15.97,8.18,2687.1,583.7
0,16.0,24.35,58.0,1,228.31,3,Spring,Office,Sunny,Low,Night,Cooling,Regular_Class,Normal,37.8,40.8,4.3,24.7,6.23,2539.2,448.4
2,,16.45,39.0,2,2356.7779035100357,12,Winter,Laboratory,Sunny,Full,Night,Off,Sports_Event,Normal,64.2,15.0,,,8.98,1541.2,667.9
6,,27.71,23.0,5,215.8,12,Winter,Auditorium,,High,Morning,Ventilation,Exam,,37.2,14.8,121.8,12.98,4.97,2270.8,557.2
18,451.0,20.5,7.0,3,264.43,10,Fall,Auditorium,Cloudy,High,Evening,Cooling,No_Event,Post_Maintenance,81.0,35.6,787.4,29.77,14.06,1106.6,645.4
