Time_of_Day,Students_Present,Temperature_C,Appliance_Usage,Day_of_Week,Energy_Consumption_kWh,Month,Season,Building_Type,Weather_Condition,Occupancy_Level,Shift,HVAC_Mode,Event_Type,Maintenance_Status,Humidity_Percent,Wind_Speed_kmh,Solar_Radiation_Wm2,HVAC_Usage_kW,Lighting_Usage_kW,Water_Usage_Liters,CO2_Level_ppm
18,430.0,110.2995903267658,31.0,2,285.87,4,1,0,4,1,1,2,7,0,64.6,17.9,745.9,3.33,3.31,710.5,642.4
11,436.0,37.91,49.0,7,362.39,11,0,6,4,1,2,1,4,0,75.2,5.5,602.0,15.024999999999999,4.9,187.7,678.1
2,196.0,27.91,45.0,1,225.09,9,0,7,0,3,3,0,3,0,43.4,26.6,8.7,17.85,3.96,2316.7,488.2
12,342.0,39.02,13.0,5,238.89,12,3,7,2,1,0,1,1,0,52.9,15.6,611.8,13.18,7.755,2905.3,554.5
19,115.0,116.53178319011994,0.0,4,119.15,6,2,7,4,3,1,1,1,1,62.5,26.9,17.3,20.0,5.94,705.3,475.9
16,145.0,33.54,19.0,2,172.35,5,1,3,6,3,0,2,7,0,62.5,41.0,752.8,23.23,11.89,869.7,469.2
15,413.0,26.54,16.0,5,244.0,7,2,7,5,1,0,1,4,0,87.0,11.1,468.2,19.54,4.56,1035.6,564.9
7,182.0,28.06,18.0,7,128.63,8,2,7,2,3,2,1,3,0,57.1,25.5,117.0,14.53,11.71,2412.7,461.6
12,144.0,20.68,59.0,5,233.47,5,1,6,0,3,0,2,3,0,49.2,35.4,121.2,14.05,0.36,2645.0,485.7
11,263.0,23.2,32.0,2,262.05,6,2,7,8,3,2,0,7,0,62.4,25.25,225.2,18.81,13.54,2527.0,479.8
12,281.5,28.4,30.0,6,256.83,11,0,9,6,1,0,1,4,0,50.2,13.5,172.3,17.83,9.73,1939.6,633.1
21,281.5,34.13,29.0,5,309.53,7,2,9,0,0,1,0,4,0,48.4,7.3,15.9,28.7,7.01,907.3,642.3
4,468.0,27.91,41.0,6,331.82,8,2,2,2,4,3,1,7,0,33.8,33.6,172.3,1.26,7.755,2139.6,631.1
14,284.0,18.8,23.0,3,219.4,3,1,1,6,3,0,3,4,0,71.5,49.6,140.3,23.96,14.05,515.1,565.4
13,281.5,27.91,53.0,5,356.92,6,2,7,1,4,0,1,4,0,88.4,45.0,172.3,28.61,11.53,194.4,378.0
16,321.0,27.91,12.0,6,238.6,8,2,2,2,1,0,0,2,3,51.1,46.6,589.1,13.89,0.45,1296.0,571.6
0,472.0,27.46,19.0,6,273.57,5,1,4,4,1,3,3,7,3,46.0,0.8,11.0,5.39,3.91,2710.7,640.6
4,89.0,29.6,30.0,2,93.52,12,3,0,4,2,3,2,4,0,72.7,26.4,15.7,28.49,0.57,797.7,467.1
2,387.0,37.76,32.0,7,290.36,2,3,6,1,1,3,0,4,0,84.1,25.6,172.3,7.15,14.78,943.0,540.5
2,281.5,34.24,3.0,2,113.42,9,0,2,5,2,3,6,1,0,37.2,29.1,17.7,5.03,10.33,605.7,334.4
22,599.0,34.24,24.0,3,320.07,8,2,7,4,0,1,4,7,0,76.2,27.5,9.0,0.91,8.25,1487.5,663.3
20,104.0,27.44,45.0,5,203.17,6,2,1,7,3,1,3,6,4,93.1,2.7,9.9,2.48,7.755,1514.45,434.5
16,281.5,27.91,51.0,3,182.23,9,0,0,1,4,0,0,3,0,91.5,35.8,372.3,1.95,7.755,673.8,429.5
17,531.0,33.66,31.0,2,335.75,4,1,1,8,0,0,2,2,0,68.7,40.4,475.5,1.51,9.77,390.7,712.1
21,62.0,37.51,15.0,1,93.14,4,1,6,7,2,1,1,4,2,69.0,25.25,172.3,14.62,9.15,1514.45,420.7
15,372.0,25.2,35.0,6,253.94,2,3,4,0,1,0,2,3,0,53.4,13.5,522.8,28.23,13.03,545.3,575.3
10,424.0,25.86,48.0,7,333.08,6,2,1,6,1,2,6,1,0,69.2,10.8,144.7,24.68,14.01,2616.0,619.4
20,376.0,27.91,40.0,3,279.46,12,3,2,0,1,1,2,7,4,86.0,25.25,17.5,26.66,13.41,2381.5,599.5
15,582.0,20.74,44.0,1,321.12,1,3,0,1,0,0,2,4,0,58.8,14.2,407.3,7.75,1.64,578.3,670.8
17,309.0,31.02,26.0,6,269.14,12,3,0,0,1,0,4,4,0,93.4,14.5,388.4,15.024999999999999,11.64,732.7,580.1
6,526.0,16.04,8.0,1,250.62,8,2,3,7,0,2,4,1,0,72.6,32.6,834.9,14.13,0.0,481.5,680.1
22,42.0,38.79,17.0,6,173.76,12,3,0,6,2,1,1,5,2,62.5,44.2,7.6,12.03,2.09,1483.8,417.4
3,309.0,23.59,49.0,6,290.68,1,3,2,6,1,3,2,4,0,71.1,38.8,2.1,29.39,14.11,2692.1,531.4
9,52.0,27.91,41.0,4,158.76,9,0,1,6,4,2,4,4,0,79.8,26.9,601.7,17.22,4.71,1670.2,388.2
1,198.0,27.99,6.0,4,154.66,3,1,7,4,3,3,6,2,0,33.5,25.6,10.9,1.31,11.46,709.2,491.8
22,71.0,16.25,22.0,7,137.21,10,0,0,6,2,1,1,4,0,48.1,38.0,5.7,12.91,3.15,2946.4,417.1
9,279.0,39.17,49.0,7,264.33,2,3,7,4,3,2,1,3,2,62.5,25.25,172.3,24.67,9.33,610.8,522.0
1,344.0,37.89,18.0,5,236.73,9,0,7,4,1,3,2,3,3,69.4,8.6,3.5,8.5,1.75,2276.3,583.6
18,96.0,36.88,55.0,2,243.36,3,1,3,4,2,1,2,4,0,46.3,33.3,172.3,20.31,11.24,1857.6,540.5
19,389.0,27.91,8.0,6,238.74,7,2,6,0,1,1,1,7,0,74.3,23.1,18.8,0.68,12.29,1053.8,603.9
10,299.0,25.53,51.0,3,286.19,3,1,4,0,3,2,1,1,4,68.6,5.7,625.8,6.0,7.755,2576.0,511.7
4,153.0,19.01,1.0,6,127.88,12,3,7,6,3,3,2,1,4,75.3,7.4,3.1,8.4,6.63,1943.6,527.7
15,595.0,30.48,28.0,3,344.19,9,0,0,6,0,0,0,2,3,62.5,25.25,393.3,1.11,3.46,1050.8,667.9
17,202.0,28.64,4.0,3,164.9,2,3,3,6,3,0,1,4,3,40.9,40.4,756.4,2.75,7.32,1952.2,506.7
8,401.0,26.28,0.0,4,184.4,8,2,3,0,1,2,3,4,0,62.5,41.2,593.9,11.76,11.7,208.9,586.2
6,459.0,18.2,20.0,3,253.95,1,3,7,6,4,2,4,4,4,71.6,18.4,822.7,10.75,13.91,1514.45,540.5
2,275.0,21.3,46.0,5,264.93,11,0,6,2,3,3,2,4,0,87.2,19.1,7.5,20.45,9.02,1686.1,536.1
23,350.0,30.59,30.0,4,254.37,11,0,2,0,4,1,4,1,0,70.0,13.2,1.9,9.99,0.02,1365.7,640.6
20,381.0,19.85,51.0,6,311.69,7,2,6,0,1,1,2,4,0,31.5,0.6,16.5,13.86,14.58,113.7,591.2
13,368.0,36.04,40.0,4,300.8,11,0,1,4,1,0,4,1,2,52.9,20.9,220.3,18.79,10.63,2328.7,593.1
17,117.0,37.39,19.0,7,218.22,1,3,9,1,3,0,2,6,4,62.5,28.3,338.5,26.35,14.45,2251.4,456.0
7,202.0,28.32,27.0,5,213.95,3,1,4,0,3,2,1,2,3,38.6,4.4,414.9,3.04,12.81,1729.4,423.6
19,508.0,27.91,1.0,4,227.85,6,2,7,7,0,1,4,1,0,52.4,40.0,14.2,23.55,11.96,1125.8,673.3
21,69.0,21.7,7.0,7,115.6,3,1,6,4,2,1,2,7,4,31.5,25.5,14.9,26.36,0.43,538.5,441.3
19,108.0,29.05,55.0,6,218.72,7,2,2,8,3,1,1,4,1,70.1,17.8,15.6,15.86,2.84,2191.9,442.1
8,305.0,18.69,33.0,4,270.21,8,2,3,7,1,2,1,5,3,74.0,42.6,945.4,10.02,13.62,1514.45,540.5
18,110.0,33.95,14.0,4,188.34,11,0,7,6,3,1,2,4,4,92.2,16.7,454.5,17.88,9.73,725.8,437.8
21,18.0,27.91,40.0,4,184.52,2,3,3,6,2,1,1,4,0,65.4,22.3,12.4,13.64,0.11,2257.6,387.1
10,318.0,39.58,29.0,5,244.86,8,2,0,4,1,2,3,6,0,70.5,48.8,567.3,3.45,11.79,2206.1,546.9
17,100.0,27.91,52.0,5,227.19,2,3,0,7,4,0,2,3,4,54.0,45.5,172.3,17.41,6.06,721.0,457.8
23,100.0,34.01,11.0,6,179.05,9,0,6,4,3,1,4,6,0,54.0,37.9,14.6,2.62,1.61,2977.1,486.6
3,148.0,34.14,35.0,2,202.96,7,2,1,0,3,3,4,4,0,79.1,41.4,13.7,1.87,4.05,1929.3,466.9
11,176.0,20.45,59.0,5,231.9,3,1,0,4,3,2,2,7,0,33.1,20.7,588.2,27.26,2.7,1285.0,474.2
14,383.0,27.91,9.0,3,236.05,6,2,3,2,1,0,2,3,0,65.7,7.8,607.3,15.024999999999999,3.92,1194.3,629.5
19,567.0,20.9,42.0,3,320.91,8,2,3,0,0,1,1,4,4,61.8,1.3,12.4,6.88,2.67,794.3,738.7
23,281.0,18.04,15.0,5,206.07,5,1,1,5,3,1,4,4,0,47.0,43.9,10.2,24.64,3.31,2426.6,519.7
13,548.0,32.31,29.0,1,332.28,6,2,0,2,0,0,4,4,0,91.4,6.3,945.8,15.024999999999999,12.2,1393.9,631.6
3,2773.0,15.49,6.0,3,230.64,7,2,6,7,1,3,4,4,4,62.5,44.1,12.4,15.024999999999999,11.94,1708.3,612.9
13,357.0,25.11,20.0,2,241.57,8,2,7,7,1,0,0,4,2,77.8,6.0,682.4,19.74,10.48,534.9,576.9
18,397.0,31.17,28.0,1,289.25,11,0,4,6,1,1,4,1,3,57.2,36.8,483.7,6.07,0.88,620.3,645.9
0,532.0,33.29,56.0,4,401.55,1,3,2,2,0,3,4,1,0,87.9,41.7,3.5,6.04,5.6,1481.3,666.5
13,542.0,27.91,10.0,2,265.24,9,0,3,8,4,0,1,4,0,79.3,24.2,965.0,9.48,12.47,2826.2,702.6
2,396.0,31.07,14.0,3,250.36,2,3,4,7,1,3,2,1,0,38.0,28.3,8.4,4.19,12.4,2565.6,605.7
0,303.0,38.89,54.0,3,328.83,11,0,3,0,1,3,0,1,0,63.5,33.7,9.0,7.7,11.3,2445.8,552.6
23,381.0,39.11,23.0,1,270.63,10,0,7,0,1,1,6,4,0,68.3,27.1,172.3,27.37,0.41,830.2,591.1
17,281.5,25.93,18.0,2,219.05,3,1,0,2,1,0,1,4,0,63.6,26.6,947.9,26.54,5.57,293.4,559.1
14,220.0,33.26,30.0,1,243.96,9,0,4,6,3,0,1,2,0,53.8,32.8,971.0,24.74,4.98,883.5,538.7
21,269.0,16.25,48.0,5,244.72,5,1,6,1,3,1,6,1,0,75.1,30.8,12.1,24.46,10.04,1219.7,560.4
14,496.0,98.89629484314815,29.0,5,367.15,9,0,3,2,1,0,2,7,0,77.4,34.5,711.3,19.38,5.82,2922.9,651.2
7,285.0,21.63,8.0,3,183.1,3,1,4,8,3,2,0,7,0,50.0,31.2,520.3,28.54,0.92,2298.9,568.9
13,453.0,34.27,43.0,3,333.09,12,3,4,0,1,0,3,6,0,78.0,49.7,545.9,28.64,3.7,2965.6,574.8
2,464.0,30.83,51.0,3,422.79,12,3,0,8,1,3,2,3,0,72.7,18.4,19.7,27.36,7.755,459.6,660.9
20,98.0,18.09,30.0,5,189.61,11,0,6,7,2,1,1,3,0,62.5,13.2,0.4,11.59,1.37,1319.1,446.7
0,281.5,36.67,51.0,6,222.79,5,1,0,5,3,3,4,4,0,84.9,3.2,10.1,7.07,14.2,1106.8,461.7
0,281.5,26.49,10.0,6,261.0,4,1,6,0,1,3,1,7,0,56.9,11.6,17.9,9.32,10.25,870.7,572.3
2,182.0,27.91,31.0,2,218.3,7,2,7,4,4,3,1,5,3,74.4,49.5,17.5,3.43,7.66,2607.4,455.3
18,33.0,19.64,27.0,2,114.09,10,0,4,6,2,1,2,4,1,39.6,8.5,560.8,19.49,6.04,2268.0,383.6
8,89.0,29.88,29.0,2,161.33,6,2,1,2,2,2,1,4,4,88.0,34.1,791.5,28.84,3.78,2160.6,401.5
19,281.5,30.62,24.0,7,232.21,6,2,0,2,1,1,1,1,0,66.0,29.4,16.0,0.53,2.06,1861.8,589.8
19,88.0,30.54,58.0,1,248.17,3,1,6,5,2,1,1,4,3,34.6,25.25,16.6,20.91,11.29,2244.7,413.2
3,281.5,26.5,22.0,1,245.78,4,1,2,4,1,3,1,4,3,39.8,47.1,12.0,22.73,9.04,2160.1,610.9
16,179.0,37.89,7.0,6,203.82,7,2,3,7,3,0,1,3,1,34.5,36.5,780.6,12.47,4.02,1364.8,531.5
5,288.0,24.1,7.0,5,191.88,2,3,4,7,3,3,1,7,0,81.3,7.3,16.4,15.024999999999999,6.19,2378.2,540.5
13,281.5,35.82,21.0,2,300.13,10,0,0,6,0,0,0,5,2,79.5,13.0,340.1,29.06,12.31,1521.8,717.6
4,446.0,16.37,6.0,6,276.36,12,3,4,7,1,3,2,4,0,62.5,26.6,9.2,15.024999999999999,10.83,2001.9,644.6
2,185.0,29.24,30.0,7,212.82,12,3,7,0,3,3,1,4,0,71.6,30.5,9.5,2.34,13.4,2903.8,469.5
12,84.0,29.05,7.0,5,142.81,10,0,9,7,2,0,1,3,4,71.3,6.6,568.3,19.92,7.37,2136.1,472.5
6,53.0,28.19,58.0,2,175.9,3,1,1,6,2,2,1,2,0,62.5,33.5,637.8,19.45,5.25,1273.3,540.5
21,346.0,34.88,38.0,4,303.16,10,0,3,6,1,1,1,4,0,35.0,49.0,19.1,10.23,8.28,260.5,534.9
9,9.0,28.7,17.0,4,120.99,7,2,7,6,2,2,2,1,3,89.1,12.6,845.0,15.024999999999999,12.36,1351.2,422.3
14,485.0,20.81,11.0,3,312.56,3,1,7,6,1,0,1,4,4,70.0,26.7,172.3,14.61,6.31,1687.9,540.5
19,4.0,39.63,42.0,7,135.82,12,3,1,6,2,1,2,1,0,74.4,42.6,172.3,15.024999999999999,13.99,2587.2,472.9
12,177.0,27.0,23.0,3,176.32,8,2,0,1,3,0,1,3,4,93.1,25.9,134.9,19.26,9.82,1826.7,535.6
19,437.0,15.98,5.0,4,209.68,10,0,0,2,1,1,1,7,0,62.4,25.25,19.3,28.5,9.84,1947.7,625.1
12,105.0,27.91,16.0,6,83.41,2,3,6,6,3,0,4,4,1,62.5,11.0,611.5,15.024999999999999,10.85,2734.0,443.8
0,3283.0,24.94,3.0,2,159.98,7,2,0,2,3,3,2,6,0,37.2,12.4,7.4,8.22,2.77,2407.4,548.5
23,290.0,103.1378893414127,50.0,4,286.04,5,1,4,6,4,1,2,4,0,34.2,10.3,12.1,29.61,0.99,1151.4,569.2
7,405.0,32.76,20.0,7,269.19,6,2,9,2,4,2,0,4,0,37.8,49.0,193.1,18.9,12.92,2870.4,617.1
18,489.0,25.28,10.0,3,287.91,10,0,0,0,1,1,1,7,0,31.8,7.5,493.6,25.0,7.755,198.2,643.3
22,377.0,24.27,30.0,5,248.47,1,3,3,6,1,1,1,4,1,37.8,7.5,15.0,2.92,1.48,1513.5,587.6
8,150.0,20.51,48.0,7,202.91,10,0,6,7,3,2,2,5,0,57.3,19.4,390.4,4.96,13.22,2542.7,540.5
21,175.0,27.91,3.0,5,162.6,12,3,6,2,3,1,3,6,0,57.0,25.8,15.1,12.02,2.14,1786.5,530.6
22,141.0,26.91,22.0,4,199.04,7,2,2,0,3,1,0,4,0,50.0,25.25,172.3,29.46,8.43,943.7,471.1
16,268.0,29.8,45.0,3,241.06,11,0,9,7,3,0,2,2,0,67.5,14.2,626.8,12.82,5.24,1514.45,539.7
4,516.0,29.25,16.0,5,291.97,5,1,6,2,0,3,4,4,0,56.5,38.8,17.9,14.24,0.23,300.7,655.4
4,251.0,21.4,51.0,5,241.9,12,3,1,2,3,3,1,5,0,49.4,12.0,10.0,17.62,7.755,308.2,530.3
22,281.5,32.9,30.0,5,379.43,12,3,2,2,1,1,1,1,2,35.4,18.1,13.0,4.47,7.34,660.1,624.1
10,558.0,37.59,46.0,2,423.83,7,2,3,2,0,2,4,4,0,62.5,43.1,216.5,4.67,3.48,2713.2,683.4
8,382.0,33.69,40.0,6,283.81,11,0,4,8,1,2,1,7,0,62.2,30.2,180.8,27.05,0.6,2057.6,637.8
23,181.0,34.75,31.0,3,218.37,7,2,0,6,3,1,1,3,0,36.9,45.0,6.5,15.024999999999999,2.43,1278.2,482.1
17,36.0,27.81,40.0,1,175.95,11,0,7,0,2,0,2,4,0,81.0,37.9,681.6,15.71,10.76,2594.0,447.6
4,66.0,22.93,32.0,7,172.69,11,0,0,6,2,3,0,5,4,76.4,17.3,16.0,17.07,5.21,2603.9,408.9
6,169.0,28.41,19.0,4,132.67,4,1,9,2,3,2,1,2,0,40.4,37.4,172.3,15.4,5.77,1341.4,494.2
14,222.0,32.19,18.0,2,173.0,1,3,7,5,3,0,2,7,3,69.4,33.4,672.1,15.74,9.49,2870.8,487.2
8,135.0,23.48,37.0,1,149.36,3,1,1,0,3,2,0,5,0,52.9,41.2,417.3,15.15,7.755,1701.7,427.9
21,421.0,36.61,5.0,5,233.59,5,1,7,0,1,1,1,4,0,89.7,47.4,1.4,22.95,7.755,797.0,579.7
13,235.0,38.28,28.0,4,260.75,1,3,7,6,3,0,1,3,0,39.1,6.1,730.8,16.36,13.37,352.0,540.5
16,27.0,30.71,44.0,2,173.58,4,1,9,5,2,0,2,4,2,87.1,41.5,470.4,11.71,9.95,1068.1,372.8
20,281.5,115.75095119879664,8.0,6,121.85,11,0,4,0,2,1,4,4,0,90.0,18.7,12.6,0.26,8.19,1004.0,451.7
1,281.5,23.61,59.0,6,181.35,1,3,3,0,4,3,1,4,2,43.0,25.25,2.2,18.19,7.755,1659.9,388.3
23,281.5,29.44,12.0,5,94.29,10,0,4,2,2,1,1,2,0,64.6,39.1,172.3,3.85,14.96,1840.1,392.6
14,457.0,18.51,49.0,1,328.78,12,3,2,2,1,0,0,1,4,61.1,40.9,579.1,20.22,7.755,1901.2,644.2
21,357.0,26.15,10.0,7,244.95,12,3,1,7,1,1,0,4,0,85.2,31.5,11.9,1.22,7.755,1058.0,540.5
23,540.0,15.87,1.0,7,240.31,10,0,3,0,0,1,1,1,4,49.5,22.6,5.9,15.12,10.02,288.8,684.8
14,461.0,36.93,50.0,2,359.77,8,2,6,6,1,0,4,4,1,62.5,36.9,180.9,10.28,2.47,212.2,630.9
14,234.0,32.34,22.0,5,204.62,11,0,2,0,3,0,4,4,2,62.5,35.6,830.6,18.65,5.64,589.2,548.9
7,194.0,37.66,36.0,7,231.16,5,1,7,0,3,2,4,3,2,61.9,13.2,235.8,27.31,14.97,2576.8,515.4
0,404.0,18.5,12.0,1,226.95,6,2,9,7,1,3,2,6,0,57.5,15.5,5.1,24.36,4.39,2783.0,591.8
8,53.0,16.45,18.0,7,129.44,1,3,6,5,2,2,1,4,3,93.4,39.4,353.6,18.16,9.74,1283.7,434.9
12,132.0,38.75,35.0,6,234.93,5,1,2,2,3,0,2,4,0,88.4,28.1,628.0,28.57,7.09,330.6,420.7
1,475.0,28.21,44.0,2,308.66,7,2,6,4,1,3,1,7,4,58.8,46.0,10.4,13.44,8.86,1526.6,611.3
8,147.0,20.81,11.0,5,153.14,6,2,7,6,3,2,0,4,0,84.7,34.6,673.4,7.35,7.755,2885.4,486.9
23,444.0,33.01,29.0,6,280.1,10,0,4,4,1,1,2,4,2,91.6,19.2,10.0,29.63,6.3,593.1,596.5
19,559.0,31.05,30.0,5,321.22,9,0,3,0,0,1,3,1,3,34.9,7.2,10.0,10.27,3.84,280.5,698.7
3,154.0,21.84,31.0,3,183.42,2,3,7,6,3,3,1,1,0,89.0,44.0,0.3,17.04,3.68,2237.5,511.4
5,179.0,23.71,44.0,6,218.2,12,3,9,7,3,3,2,4,0,75.3,37.6,2.3,8.83,6.3,1181.1,454.9
2,559.0,37.58,30.0,7,369.86,11,0,3,6,0,3,2,3,0,83.3,16.9,4.2,9.86,2.79,2588.2,677.5
7,541.0,25.59,31.0,2,335.34,10,0,2,6,0,2,2,4,0,62.5,17.5,245.7,4.95,2.34,1514.45,540.5
8,500.0,26.52,52.0,4,404.3,9,0,3,0,0,2,4,4,0,74.0,17.7,424.7,16.68,7.755,2859.5,649.8
18,478.0,27.38,7.0,7,253.47,5,1,0,2,1,1,2,2,3,75.8,37.4,172.3,8.17,6.01,1217.4,623.1
7,520.0,36.64,37.0,2,343.43,9,0,4,6,0,2,1,1,2,62.5,25.25,767.9,5.78,13.84,2462.4,674.6
18,194.0,24.79,41.0,5,182.35,11,0,6,8,3,1,2,3,0,43.7,19.6,184.1,13.15,11.38,1576.3,466.3
21,1.0,19.03,34.0,6,162.61,12,3,3,6,2,1,3,4,3,46.4,36.4,9.8,8.12,3.34,2755.7,362.2
2,219.0,19.14,23.0,7,208.02,2,3,1,6,4,3,1,4,0,59.9,40.4,15.6,18.12,7.755,2591.0,560.4
19,242.0,35.65,46.0,4,291.18,11,0,2,6,3,1,0,1,0,88.6,17.0,13.7,24.6,5.0,2246.8,490.8
22,235.0,25.03,33.0,3,233.41,5,1,3,4,3,1,4,2,0,39.7,45.0,4.3,6.27,7.755,617.7,443.5
0,512.0,20.91,29.0,4,291.94,4,1,7,0,0,3,1,7,0,38.7,31.0,6.0,15.024999999999999,11.59,220.1,655.2
13,376.0,27.91,17.0,1,255.27,4,1,0,2,1,0,1,3,0,77.0,17.6,179.4,15.97,8.18,2687.1,583.7
0,16.0,24.35,58.0,1,228.31,3,1,7,6,2,3,1,4,0,37.8,40.8,4.3,24.7,6.23,2539.2,448.4
6,281.5,27.71,23.0,5,215.8,12,3,0,8,1,2,4,1,4,37.2,14.8,121.8,12.98,4.97,2270.8,557.2
18,451.0,20.5,7.0,3,264.43,10,0,0,0,1,1,1,3,1,81.0,35.6,787.4,29.77,14.06,1106.6,645.4
18,320.0,20.01,55.0,2,290.08,12,3,4,0,1,1,1,3,0,50.5,25.25,455.2,2.95,2.25,1514.45,543.7
11,15.0,16.58,22.0,4,126.95,8,2,2,0,2,2,1,4,0,52.5,24.0,338.9,13.4,5.81,604.9,373.2
2,158.0,28.89,28.0,4,196.92,8,2,3,6,3,3,3,5,0,71.0,14.7,19.3,27.12,10.83,194.4,460.6
23,542.0,31.74,45.0,4,351.39,11,0,2,7,0,1,3,1,3,31.2,47.8,5.5,10.34,11.57,774.9,540.5
14,435.0,27.91,27.0,7,277.79,5,1,4,1,1,0,4,4,0,76.3,47.0,739.1,15.51,6.5,1621.4,590.8
8,457.0,27.91,44.0,2,366.62,2,3,2,7,1,2,1,3,1,62.5,20.9,217.7,12.49,2.83,1514.45,639.4
12,337.0,15.38,1.0,4,180.48,6,2,9,8,1,0,0,4,0,81.1,45.4,681.4,20.19,14.15,1404.5,577.2
18,315.0,37.19,45.0,2,300.7,2,3,2,0,1,1,6,7,3,66.5,25.1,822.9,23.04,3.96,1832.5,521.2
0,362.0,29.66,20.0,6,236.5,9,0,6,2,1,3,2,4,0,62.5,25.5,19.9,29.14,0.8,644.4,589.2
23,395.0,30.15,30.0,1,306.8,5,1,4,0,1,1,3,1,0,80.9,35.3,7.4,10.29,7.755,2036.9,605.6
19,555.0,23.15,3.0,2,236.87,3,1,3,5,0,1,2,1,0,38.9,26.6,13.4,12.14,8.36,2765.5,696.0
10,354.0,26.69,19.0,5,252.92,6,2,2,2,1,2,3,4,0,62.5,33.3,289.6,27.96,5.75,1807.0,550.5
22,169.0,35.93,24.0,4,205.27,7,2,4,1,3,1,1,4,1,92.3,18.4,4.3,24.95,6.66,1170.4,466.8
2,454.0,38.32,38.0,6,354.36,5,1,1,4,1,3,2,7,0,55.6,33.9,8.3,24.62,10.74,2931.0,627.0
7,412.0,23.07,10.0,3,188.12,11,0,3,2,1,2,3,7,0,84.2,21.9,344.1,0.41,9.77,2755.2,548.0
15,281.5,39.91,47.0,2,188.07,10,0,3,4,2,0,1,4,0,93.3,43.3,250.9,5.91,4.19,929.9,449.9
22,346.0,30.15,13.0,6,260.23,3,1,7,4,4,1,2,3,0,32.0,22.5,6.5,23.17,3.77,100.9,601.4
6,416.0,25.11,58.0,3,350.15,5,1,7,6,1,2,4,1,0,78.2,23.7,512.3,25.07,2.8,2424.2,570.8
14,8.0,24.53,42.0,5,220.39,10,0,6,5,2,0,1,4,1,79.7,6.9,980.4,23.56,5.71,2134.0,365.9
16,9.0,27.72,56.0,6,207.77,1,3,7,7,2,0,2,4,4,62.5,13.4,223.3,10.57,11.37,1116.0,402.8
12,4.0,27.29,38.0,5,196.82,9,0,4,2,2,0,1,4,0,46.6,39.1,302.9,9.54,8.4,1514.45,367.9
23,572.0,16.88,30.0,7,319.7,6,2,1,5,0,1,4,6,0,41.9,16.0,13.7,4.36,3.8,1584.2,667.8
0,421.0,31.94,9.0,1,233.83,8,2,1,2,1,3,1,1,0,62.5,25.25,14.1,17.03,7.81,1558.8,589.3
2,102.0,20.49,13.0,4,136.03,2,3,4,6,4,3,2,4,0,36.0,49.3,11.8,8.19,6.62,830.6,443.2
2,234.0,38.62,15.0,2,189.54,3,1,7,0,3,3,1,4,0,85.6,43.3,3.5,10.47,10.21,2277.9,473.8
2,142.0,26.66,34.0,5,220.9,7,2,6,4,3,3,4,4,0,42.5,37.6,5.7,25.55,10.85,877.2,511.5
11,281.5,35.52,31.0,7,395.77,9,0,1,0,1,2,4,7,0,89.9,1.4,980.2,1.77,8.25,1082.1,578.9
17,152.0,86.46170100893451,44.0,7,229.46,8,2,2,6,3,0,1,4,0,91.7,7.5,457.0,28.04,9.61,2235.5,495.7
10,100.0,37.42,35.0,4,238.69,9,0,4,6,3,2,4,4,0,41.5,42.9,409.2,3.24,13.96,291.0,540.5
5,441.0,31.42,10.0,1,241.17,4,1,7,2,1,3,1,1,0,54.4,45.8,8.3,25.52,1.62,2487.0,630.1
11,109.0,25.64,6.0,3,108.52,2,3,3,2,3,2,1,4,4,86.9,37.7,608.0,14.72,8.29,1079.7,467.6
0,316.0,35.77,14.0,3,231.22,5,1,7,0,1,3,1,4,0,64.9,17.3,15.0,19.71,11.34,711.4,553.9
10,60.0,34.73,24.0,5,165.02,6,2,6,2,2,2,2,1,0,39.4,18.9,158.6,15.85,3.92,1514.45,424.2
19,4.0,39.63,42.0,7,135.82,9,0,9,7,2,1,3,6,0,64.3,35.6,10.5,0.55,13.29,1456.0,540.5
6,200.0,31.04,53.0,5,258.7,11,0,3,6,3,2,2,3,2,80.7,39.0,172.3,27.1,7.29,181.4,503.6
15,84.0,31.98,43.0,4,195.58,5,1,7,6,2,0,4,7,0,73.7,10.7,174.1,25.13,8.04,2136.6,422.4
8,484.0,27.91,30.0,4,375.12,3,1,0,6,1,2,1,6,4,49.1,7.9,604.8,17.47,9.74,1545.8,612.4
20,216.0,19.63,57.0,6,286.35,2,3,0,6,3,1,1,3,1,94.6,13.5,8.9,27.48,3.08,479.7,499.1
12,144.0,30.5,5.0,5,149.4,5,1,4,0,3,0,6,3,0,57.9,10.7,250.6,26.44,1.35,209.8,431.3
14,15.0,32.01,30.0,2,208.83,10,0,2,0,4,0,1,4,4,43.1,40.6,215.2,1.07,10.03,599.2,418.6
23,118.0,26.78,43.0,3,148.37,12,3,3,2,3,1,6,3,3,37.5,41.4,8.6,11.75,1.02,1514.45,482.9
20,536.0,30.24,4.0,3,302.09,11,0,2,8,0,1,0,5,0,62.5,4.6,5.3,4.31,4.22,1054.0,658.1
18,251.0,28.9,28.0,4,214.37,8,2,2,4,3,1,1,2,3,62.5,25.25,802.5,3.87,0.92,1231.5,523.3
2,156.0,35.39,36.0,4,232.1,8,2,0,4,3,3,6,1,0,66.8,47.5,14.6,6.95,4.63,2130.8,484.0
